HOOD_158,NEIGHBOURHOOD_158,DIVISION,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_HOUR,DEATH,INJURIES,POPULATION,ONE_PARENT_FAMILY_RATIO,PART_TIME_WORKER_PERCENTAGE,ABOVE_POSTSECONDARY_PERCENTAGE,MEDIAN_HOUSEHOLD_INCOME,OCC_TIME_RANGE_Afternoon,OCC_TIME_RANGE_Evening,OCC_TIME_RANGE_Morning,OCC_TIME_RANGE_Night
142,Woburn North,D41,2004,5,6,1,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D42,2004,1,4,8,1,0,27046,315,0.479,0.6955,78750.5,False,False,True,False
142,Woburn North,D42,2004,3,3,21,0,2,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D41,2004,1,6,14,0,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D31,2004,3,6,12,0,1,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2005,9,2,14,0,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2005,2,7,2,0,1,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2006,1,6,19,0,1,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2006,9,5,15,0,1,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2007,10,4,0,0,2,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2008,8,3,18,0,1,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2008,2,7,3,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2008,4,3,0,0,1,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2009,1,2,14,0,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D41,2009,2,2,0,1,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2009,5,5,2,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2009,3,7,16,0,1,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2010,9,5,21,1,0,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2010,11,3,0,1,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2010,7,4,0,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2011,9,6,23,0,2,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2014,1,3,12,0,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2015,11,7,8,0,1,27046,315,0.479,0.6955,78750.5,False,False,True,False
142,Woburn North,D43,2015,10,7,22,0,0,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2015,5,3,18,0,1,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2016,8,4,1,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2016,7,7,1,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2017,11,1,17,0,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2017,8,3,23,0,0,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2017,4,2,20,0,1,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2017,12,7,0,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2018,8,7,13,0,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2018,9,6,5,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2018,12,5,23,0,1,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2018,10,3,2,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2019,5,7,22,0,0,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2019,5,1,0,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2020,1,1,15,1,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2020,3,3,22,0,0,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2021,12,3,16,0,1,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2021,12,3,20,0,1,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2021,11,3,5,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2021,8,4,19,0,0,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2021,12,1,8,0,0,27046,315,0.479,0.6955,78750.5,False,False,True,False
142,Woburn North,D43,2021,9,5,0,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2021,12,4,0,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2022,10,5,15,0,0,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2022,9,5,22,0,1,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2022,10,1,15,1,1,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2022,6,2,22,0,0,27046,315,0.479,0.6955,78750.5,False,True,False,False
142,Woburn North,D43,2022,2,6,1,0,0,27046,315,0.479,0.6955,78750.5,False,False,False,True
142,Woburn North,D43,2022,9,3,15,0,1,27046,315,0.479,0.6955,78750.5,True,False,False,False
142,Woburn North,D43,2022,3,4,8,0,0,27046,315,0.479,0.6955,78750.5,False,False,True,False
1,West Humber-Clairville,D23,2004,7,1,23,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2004,5,1,22,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2004,9,2,0,1,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2004,10,2,21,0,2,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2004,7,4,19,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2004,3,7,18,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2004,5,7,3,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2005,9,1,3,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2005,3,4,15,0,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2005,6,3,21,0,2,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2005,4,6,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2005,11,7,23,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2005,7,4,21,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2005,6,6,18,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2005,11,5,23,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2006,5,3,16,0,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2006,4,3,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2006,4,6,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2006,11,6,14,0,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2006,6,5,22,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2007,10,1,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D31,2007,1,1,23,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2007,1,1,16,0,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2007,10,7,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2007,8,1,19,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2007,7,1,21,1,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2007,4,2,20,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2008,2,6,21,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2008,7,5,23,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2008,8,3,17,0,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2009,2,7,4,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2009,8,6,16,0,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2009,2,7,3,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2009,1,4,1,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2009,8,1,23,1,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2009,7,3,23,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2009,8,7,17,1,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2009,12,1,2,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2009,1,4,21,0,2,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2010,11,2,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2010,7,1,21,1,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D31,2010,5,6,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2010,3,2,10,0,1,33690,658,0.479,0.598,102500.5,False,False,True,False
1,West Humber-Clairville,D23,2010,10,5,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2010,7,6,0,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2011,8,6,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2011,1,2,15,0,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2011,9,6,0,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2011,12,7,0,0,2,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2011,12,4,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D43,2011,12,4,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2011,7,2,14,0,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2012,6,7,4,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2012,6,7,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2012,2,4,20,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2012,7,7,4,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2012,4,7,2,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2012,1,7,20,0,3,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2013,8,4,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2013,4,2,23,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2013,9,4,22,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2013,1,6,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2013,5,5,22,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2014,5,5,23,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2014,1,7,22,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2014,9,3,21,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2014,5,2,3,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2015,11,7,1,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2015,10,6,16,1,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2015,11,2,19,1,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2015,12,4,16,0,2,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2015,6,5,22,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2016,4,7,7,0,1,33690,658,0.479,0.598,102500.5,False,False,True,False
1,West Humber-Clairville,D23,2016,10,2,17,1,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2016,11,7,3,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2016,1,4,1,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2016,4,3,21,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2016,9,5,9,1,0,33690,658,0.479,0.598,102500.5,False,False,True,False
1,West Humber-Clairville,D23,2016,5,2,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2016,6,7,1,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2016,9,1,11,0,1,33690,658,0.479,0.598,102500.5,False,False,True,False
1,West Humber-Clairville,D23,2016,5,4,20,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2017,7,5,1,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2017,1,3,22,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2017,9,7,4,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2017,12,1,22,0,3,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2017,2,6,2,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2017,2,5,21,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2017,5,1,0,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2018,1,7,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2018,1,6,21,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2018,8,7,21,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2018,5,1,10,0,0,33690,658,0.479,0.598,102500.5,False,False,True,False
1,West Humber-Clairville,D23,2018,11,7,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2018,11,6,17,0,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2018,3,5,20,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2018,9,7,3,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2018,6,2,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2018,4,1,5,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2018,7,6,2,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2018,2,5,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2018,4,7,4,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2018,3,6,4,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2019,7,7,16,0,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2019,10,6,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2019,9,2,22,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2019,5,3,13,1,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2019,9,3,15,0,1,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2019,9,1,22,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2019,4,1,21,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2019,5,1,1,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2019,8,6,1,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2019,4,5,20,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2019,9,2,23,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2019,5,5,1,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2019,9,5,0,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2019,12,1,5,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2020,8,7,13,0,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2020,4,3,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2020,6,7,1,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2020,8,2,19,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2020,8,3,8,0,1,33690,658,0.479,0.598,102500.5,False,False,True,False
1,West Humber-Clairville,D23,2021,10,7,3,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2021,9,1,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2021,7,3,21,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2021,7,4,22,0,0,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2021,9,3,12,0,0,33690,658,0.479,0.598,102500.5,True,False,False,False
1,West Humber-Clairville,D23,2022,7,6,0,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2022,8,6,3,0,0,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2022,7,4,23,0,1,33690,658,0.479,0.598,102500.5,False,True,False,False
1,West Humber-Clairville,D23,2022,7,1,0,0,1,33690,658,0.479,0.598,102500.5,False,False,False,True
1,West Humber-Clairville,D23,2022,11,7,17,1,0,33690,658,0.479,0.598,102500.5,True,False,False,False
24,Black Creek,D31,2004,5,5,16,1,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2004,4,6,11,0,0,21307,315,0.611,0.4355,78750.5,False,False,True,False
24,Black Creek,D31,2004,7,4,0,1,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2004,3,1,16,0,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2004,9,7,23,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2004,3,7,18,0,1,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2004,5,5,16,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2005,8,3,0,0,4,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2005,6,7,22,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2005,3,7,14,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2005,3,7,20,0,1,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2005,7,1,0,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2005,12,7,0,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2005,11,1,15,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2005,9,2,22,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2005,6,6,0,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2005,6,5,21,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2005,9,6,14,1,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2006,1,5,15,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2006,12,2,23,0,1,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D23,2006,4,7,1,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2006,2,4,19,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2006,12,3,18,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2006,7,4,15,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2007,12,6,21,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2007,8,4,18,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2007,5,1,13,0,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2007,6,3,0,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2007,5,4,20,0,2,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2007,5,3,22,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2007,6,3,3,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2007,8,1,0,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2007,8,7,14,0,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2007,5,4,22,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2007,5,1,22,0,1,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2007,11,7,19,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2007,5,3,14,1,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2007,11,7,0,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2008,9,5,21,0,1,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2008,11,7,16,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2008,10,1,18,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2008,10,5,22,0,1,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2008,7,5,15,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2008,10,6,22,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2008,10,6,9,0,0,21307,315,0.611,0.4355,78750.5,False,False,True,False
24,Black Creek,D31,2008,11,1,14,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2008,9,2,17,1,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2008,5,6,0,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2008,7,5,4,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2008,1,2,0,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2008,4,1,19,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2008,9,1,21,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2008,10,7,19,0,2,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2009,3,1,19,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2009,2,7,19,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2009,8,1,0,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2009,2,5,15,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2009,3,6,12,0,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2009,1,6,23,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2009,4,7,20,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2009,1,5,20,0,1,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2009,6,7,4,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2009,2,5,0,0,1,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2009,3,2,21,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2009,3,2,9,0,0,21307,315,0.611,0.4355,78750.5,False,False,True,False
24,Black Creek,D31,2009,5,7,0,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2010,10,6,18,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2010,9,7,22,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2010,9,5,18,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2010,3,5,21,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2010,8,1,16,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2010,12,3,17,0,1,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2010,7,1,0,0,0,21307,315,0.611,0.4355,78750.5,False,False,False,True
24,Black Creek,D31,2010,6,6,17,0,0,21307,315,0.611,0.4355,78750.5,True,False,False,False
24,Black Creek,D31,2010,12,3,19,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2010,10,1,18,1,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
24,Black Creek,D31,2011,11,6,21,0,0,21307,315,0.611,0.4355,78750.5,False,True,False,False
