"REF_DATE","GEO","DGUID","Sector","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-12","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4110987","","","","0"
"2021-01","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3850129","","","","0"
"2021-02","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3921278","","","","0"
"2021-03","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3853214","","","","0"
"2021-04","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3790985","","","","0"
"2021-05","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3811268","","","","0"
"2021-06","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3925865","","","","0"
"2021-07","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3964509","","","","0"
"2021-08","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3957548","","","","0"
"2021-09","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3956766","","","","0"
"2021-10","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3966126","","","","0"
"2021-11","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","3977885","","","","0"
"2021-12","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4210721","","","","0"
"2022-01","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4091185","","","","0"
"2022-02","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4405588","","","","0"
"2022-03","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4453470","","","","0"
"2022-04","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4320174","","","","0"
"2022-05","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4248605","","","","0"
"2022-06","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4360920","","","","0"
"2022-07","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4340505","","","","0"
"2022-08","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4290356","","","","0"
"2022-09","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4278280","","","","0"
"2022-10","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4204844","","","","0"
"2022-11","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4261275","","","","0"
"2022-12","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4518189","","","","0"
"2023-01","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4360188","","","","0"
"2023-02","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4537030","","","","0"
"2023-03","Ontario","2016A000235","Manufacturing","Unadjusted","Dollars","81","thousands","3","v1996639","7.6.1","4539098","","","","0"
"2018-01","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2079122","","","","0"
"2018-02","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2150529","","","","0"
"2018-03","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2229570","","","","0"
"2018-04","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2283459","","","","0"
"2018-05","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2492750","","","","0"
"2018-06","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2617999","","","","0"
"2018-07","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2646041","","","","0"
"2018-08","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2691956","","","","0"
"2018-09","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2706614","","","","0"
"2018-10","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2648325","","","","0"
"2018-11","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2639500","","","","0"
"2018-12","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2591927","","","","0"
"2019-01","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2229264","","","","0"
"2019-02","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2241853","","","","0"
"2019-03","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2316956","","","","0"
"2019-04","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2340675","","","","0"
"2019-05","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2543294","","","","0"
"2019-06","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2615731","","","","0"
"2019-07","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2729913","","","","0"
"2019-08","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2817946","","","","0"
"2019-09","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2808656","","","","0"
"2019-10","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2791909","","","","0"
"2019-11","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2723282","","","","0"
"2019-12","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2794365","","","","0"
"2020-01","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2466213","","","","0"
"2020-02","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2444750","","","","0"
"2020-03","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2245191","","","","0"
"2020-04","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2000230","","","","0"
"2020-05","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2201132","","","","0"
"2020-06","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2558045","","","","0"
"2020-07","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2671495","","","","0"
"2020-08","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2760384","","","","0"
"2020-09","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2814600","","","","0"
"2020-10","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2785731","","","","0"
"2020-11","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2755062","","","","0"
"2020-12","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2787825","","","","0"
"2021-01","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2518674","","","","0"
"2021-02","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2502696","","","","0"
"2021-03","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2614973","","","","0"
"2021-04","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2733406","","","","0"
"2021-05","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2858410","","","","0"
"2021-06","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3073582","","","","0"
"2021-07","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3079272","","","","0"
"2021-08","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3105446","","","","0"
"2021-09","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3037946","","","","0"
"2021-10","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3104696","","","","0"
"2021-11","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3198652","","","","0"
"2021-12","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3199915","","","","0"
"2022-01","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2791948","","","","0"
"2022-02","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2831154","","","","0"
"2022-03","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","2893096","","","","0"
"2022-04","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3072561","","","","0"
"2022-05","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3010363","","","","0"
"2022-06","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3598973","","","","0"
"2022-07","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3484098","","","","0"
"2022-08","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3470302","","","","0"
"2022-09","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3497589","","","","0"
"2022-10","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3394870","","","","0"
"2022-11","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3394152","","","","0"
"2022-12","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3474981","","","","0"
"2023-01","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3100027","","","","0"
"2023-02","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3036212","","","","0"
"2023-03","Ontario","2016A000235","Construction","Unadjusted","Dollars","81","thousands","3","v1996640","7.7.1","3050048","","","","0"
"2018-01","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","400755","","","","0"
"2018-02","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","427204","","","","0"
"2018-03","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","424681","","","","0"
"2018-04","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","426668","","","","0"
"2018-05","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","423810","","","","0"
"2018-06","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","411864","","","","0"
"2018-07","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","419061","","","","0"
"2018-08","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","410409","","","","0"
"2018-09","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","408786","","","","0"
"2018-10","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","405458","","","","0"
"2018-11","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","393642","","","","0"
"2018-12","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","388968","","","","0"
"2019-01","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","403444","","","","0"
"2019-02","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","420008","","","","0"
"2019-03","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","423748","","","","0"
"2019-04","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","412173","","","","0"
"2019-05","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","431049","","","","0"
"2019-06","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","433229","","","","0"
"2019-07","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","415980","","","","0"
"2019-08","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","406964","","","","0"
"2019-09","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","411247","","","","0"
"2019-10","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","433048","","","","0"
"2019-11","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","439652","","","","0"
"2019-12","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","454313","","","","0"
"2020-01","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","455502","","","","0"
"2020-02","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","479090","","","","0"
"2020-03","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","478267","","","","0"
"2020-04","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","423777","","","","0"
"2020-05","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","405363","","","","0"
"2020-06","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","443777","","","","0"
"2020-07","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","391006","","","","0"
"2020-08","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","404011","","","","0"
"2020-09","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","393774","","","","0"
"2020-10","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","409773","","","","0"
"2020-11","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","414693","","","","0"
"2020-12","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","409883","","","","0"
"2021-01","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","420943","","","","0"
"2021-02","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","398783","","","","0"
"2021-03","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","422823","","","","0"
"2021-04","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","406172","","","","0"
"2021-05","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","422148","","","","0"
"2021-06","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","416178","","","","0"
"2021-07","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","411742","","","","0"
"2021-08","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","408092","","","","0"
"2021-09","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","396295","","","","0"
"2021-10","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","421616","","","","0"
"2021-11","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","434797","","","","0"
"2021-12","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","408877","","","","0"
"2022-01","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","414016","","","","0"
"2022-02","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","445516","","","","0"
"2022-03","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","460821","","","","0"
"2022-04","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","427883","","","","0"
"2022-05","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","465089","","","","0"
"2022-06","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","461865","","","","0"
"2022-07","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","447854","","","","0"
"2022-08","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","422544","","","","0"
"2022-09","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","404631","","","","0"
"2022-10","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","427860","","","","0"
"2022-11","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","487625","","","","0"
"2022-12","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","457496","","","","0"
"2023-01","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","453267","","","","0"
"2023-02","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","492905","","","","0"
"2023-03","Ontario","2016A000235","Utilities","Unadjusted","Dollars","81","thousands","3","v1996641","7.8.1","499511","","","","0"
"2018-01","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","24978300","","","","0"
"2018-02","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25366789","","","","0"
"2018-03","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25374253","","","","0"
"2018-04","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25109896","","","","0"
"2018-05","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25435058","","","","0"
"2018-06","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26013325","","","","0"
"2018-07","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","24911741","","","","0"
"2018-08","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25011760","","","","0"
"2018-09","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25669425","","","","0"
"2018-10","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25714931","","","","0"
"2018-11","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26205861","","","","0"
"2018-12","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26827559","","","","0"
"2019-01","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26026749","","","","0"
"2019-02","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26192056","","","","0"
"2019-03","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26446631","","","","0"
"2019-04","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26460576","","","","0"
"2019-05","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26950202","","","","0"
"2019-06","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27253813","","","","0"
"2019-07","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26636088","","","","0"
"2019-08","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26536788","","","","0"
"2019-09","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27185415","","","","0"
"2019-10","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27108418","","","","0"
"2019-11","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27580231","","","","0"
"2019-12","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28293722","","","","0"
"2020-01","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27524605","","","","0"
"2020-02","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27577796","","","","0"
"2020-03","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26787679","","","","0"
"2020-04","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25201026","","","","0"
"2020-05","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25044729","","","","0"
"2020-06","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","25674461","","","","0"
"2020-07","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26063272","","","","0"
"2020-08","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","26540299","","","","0"
"2020-09","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27590679","","","","0"
"2020-10","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","27694561","","","","0"
"2020-11","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28262410","","","","0"
"2020-12","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","29018964","","","","0"
"2021-01","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28336760","","","","0"
"2021-02","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28956490","","","","0"
"2021-03","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","29396437","","","","0"
"2021-04","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28829670","","","","0"
"2021-05","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28523934","","","","0"
"2021-06","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28716597","","","","0"
"2021-07","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","28937649","","","","0"
"2021-08","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","29210152","","","","0"
"2021-09","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","30527067","","","","0"
"2021-10","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","30673580","","","","0"
"2021-11","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","30816363","","","","0"
"2021-12","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","31533019","","","","0"
"2022-01","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","30965141","","","","0"
"2022-02","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","31522793","","","","0"
"2022-03","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","32179577","","","","0"
"2022-04","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","31911649","","","","0"
"2022-05","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","31924655","","","","0"
"2022-06","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","32171380","","","","0"
"2022-07","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","31828901","","","","0"
"2022-08","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","31795935","","","","0"
"2022-09","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","33306272","","","","0"
"2022-10","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","32722777","","","","0"
"2022-11","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","33092794","","","","0"
"2022-12","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","34077534","","","","0"
"2023-01","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","33367360","","","","0"
"2023-02","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","33436166","","","","0"
"2023-03","Ontario","2016A000235","All services-producing industries","Unadjusted","Dollars","81","thousands","3","v1996642","7.9.1","33876340","","","","0"
"2018-01","Ontario","2016A000235","Trade","Unadjusted","Dollars","81","thousands","3","v1996643","7.10.1","4073602","","","","0"
